backend,vector_count,vector_id,password,salt,reference_hex,candidate_hex,match
packed_prefetch,10,8,v4c_gpu_vector_08,v4_gpu_correct_salt,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,true
packed_ring,10,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_noring,10,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_prefetch,10,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_ring,50,0,v4c_gpu_vector_00,v4_gpu_correct_salt,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,true
packed_noring,50,0,v4c_gpu_vector_00,v4_gpu_correct_salt,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,true
packed_prefetch,50,0,v4c_gpu_vector_00,v4_gpu_correct_salt,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,5d65f068a7f566117aecda306bcd367e5099e3cd992255e1c946ac179a942cbe,true
packed_ring,50,1,v4c_gpu_vector_01,v4_gpu_correct_salt,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,true
packed_noring,50,1,v4c_gpu_vector_01,v4_gpu_correct_salt,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,true
packed_prefetch,50,1,v4c_gpu_vector_01,v4_gpu_correct_salt,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,c88e6d6e3696b714eb466b965ff67fdb56160d575acb628877118fceeb8c9f71,true
packed_ring,50,2,v4c_gpu_vector_02,v4_gpu_correct_salt,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,true
packed_noring,50,2,v4c_gpu_vector_02,v4_gpu_correct_salt,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,true
packed_prefetch,50,2,v4c_gpu_vector_02,v4_gpu_correct_salt,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,4659d70ed7d27ef3f017991ea2d3fff887d6110d54f681dcd1d2e0c84ede3774,true
packed_ring,50,3,v4c_gpu_vector_03,v4_gpu_correct_salt,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,true
packed_noring,50,3,v4c_gpu_vector_03,v4_gpu_correct_salt,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,true
packed_prefetch,50,3,v4c_gpu_vector_03,v4_gpu_correct_salt,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,cda2e504f5f5360ac6c7fdb724ba070c57578c2423fbafaaa42ae287d7139665,true
packed_ring,50,4,v4c_gpu_vector_04,v4_gpu_correct_salt,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,true
packed_noring,50,4,v4c_gpu_vector_04,v4_gpu_correct_salt,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,true
packed_prefetch,50,4,v4c_gpu_vector_04,v4_gpu_correct_salt,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,0dcc560439c2f035c4cc978d34622616d83f8e52e1013fefce979cdfdb6ac0bb,true
packed_ring,50,5,v4c_gpu_vector_05,v4_gpu_correct_salt,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,true
packed_noring,50,5,v4c_gpu_vector_05,v4_gpu_correct_salt,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,true
packed_prefetch,50,5,v4c_gpu_vector_05,v4_gpu_correct_salt,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,4daa86f6d178fc66566450b040deeb11f1e348d99a625f181ec8b3a3e12ab375,true
packed_ring,50,6,v4c_gpu_vector_06,v4_gpu_correct_salt,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,true
packed_noring,50,6,v4c_gpu_vector_06,v4_gpu_correct_salt,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,true
packed_prefetch,50,6,v4c_gpu_vector_06,v4_gpu_correct_salt,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,d89994ecd0dcb004fda39832dbf10ec2dcffac04843221777f43d1e6db9300ec,true
packed_ring,50,7,v4c_gpu_vector_07,v4_gpu_correct_salt,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,true
packed_noring,50,7,v4c_gpu_vector_07,v4_gpu_correct_salt,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,true
packed_prefetch,50,7,v4c_gpu_vector_07,v4_gpu_correct_salt,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,528f2ada4d989f7adbdfcb5cb48c3b1cca82b769db2a75d7879805ae8a2bffd7,true
packed_ring,50,8,v4c_gpu_vector_08,v4_gpu_correct_salt,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,true
packed_noring,50,8,v4c_gpu_vector_08,v4_gpu_correct_salt,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,true
packed_prefetch,50,8,v4c_gpu_vector_08,v4_gpu_correct_salt,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,4b1e804bd1e7983e8d7b860268b43e67d0f1d87c51efc20e0dcf40fa7ed18673,true
packed_ring,50,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_noring,50,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_prefetch,50,9,v4c_gpu_vector_09,v4_gpu_correct_salt,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,a5b9abf97443adf299aa4eee05c5fee6ead8e5b4799f08f7a107c1791378f542,true
packed_ring,50,10,v4c_gpu_vector_10,v4_gpu_correct_salt,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,true
packed_noring,50,10,v4c_gpu_vector_10,v4_gpu_correct_salt,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,true
packed_prefetch,50,10,v4c_gpu_vector_10,v4_gpu_correct_salt,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,f9f6b80783934eb1f0df91dab5d53abc841c112d647fd600c5a4c045c56d2ae9,true
packed_ring,50,11,v4c_gpu_vector_11,v4_gpu_correct_salt,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,true
packed_noring,50,11,v4c_gpu_vector_11,v4_gpu_correct_salt,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,true
packed_prefetch,50,11,v4c_gpu_vector_11,v4_gpu_correct_salt,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,be2351b14bfae9afb83d03ac2caf7a0e2d1c47a705eed49b2ee17772817fc245,true
packed_ring,50,12,v4c_gpu_vector_12,v4_gpu_correct_salt,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,true
packed_noring,50,12,v4c_gpu_vector_12,v4_gpu_correct_salt,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,true
packed_prefetch,50,12,v4c_gpu_vector_12,v4_gpu_correct_salt,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,7fbf6659adf60c9cac68327a4ac1349b6eaf9c0365b013af0affa915eb58cb86,true
packed_ring,50,13,v4c_gpu_vector_13,v4_gpu_correct_salt,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,true
packed_noring,50,13,v4c_gpu_vector_13,v4_gpu_correct_salt,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,true
packed_prefetch,50,13,v4c_gpu_vector_13,v4_gpu_correct_salt,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,3bd429bdd142b7fe3e8b7d6dd914c006cd8865aecfe7403f1a5a5710cae0a720,true
packed_ring,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,true
packed_noring,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,true
packed_prefetch,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,a611231a0b0f67c2ede9abee0d8eddc444bbbbea82c0ce101a011015d409246b,true
packed_ring,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,true
packed_noring,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,true
packed_prefetch,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,f4a481fd260afc4e88417fd8ec72b4561b69432575e1d19f0982b83719600552,true
packed_ring,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,true
packed_noring,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,true
packed_prefetch,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,3bd728448a440f18eaebf7cc9febdc7e91a98bc7cad97bf86d3638ff06f180ff,true
packed_ring,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,true
packed_noring,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,true
packed_prefetch,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,8ed1dee23042a858ba7b9d462c3e94e3bcc5977983a4eb495683fcb9edc4b8ac,true
packed_ring,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,true
packed_noring,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,true
packed_prefetch,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,432eee2ac1a0c5935e1455032ac923651d55873a5c8025d55e027fe4e3fb020e,true
packed_ring,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,true
packed_noring,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,true
packed_prefetch,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,6b22852a6966eeee5ec254465f0ce47638ab0dc55e275d842e646ac53f33bf6a,true
packed_ring,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,true
packed_noring,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,true
packed_prefetch,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,f06f458017629c5a46edfaa0d8ece1378292e45c5d338638f32424e3eac97f67,true
packed_ring,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,true
packed_noring,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,true
packed_prefetch,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,3ddee69e81280abdf8fe5a4663f3b91dc5721b31c5e0f6fec9a00f9871f1741c,true
packed_ring,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,true
packed_noring,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,true
packed_prefetch,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,d3d65751208a3b3a09fab789e1353eed8a4d71c494720f241da67d45ad10505d,true
packed_ring,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,true
packed_noring,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,true
packed_prefetch,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,e1123f80eea0a828f347bfa550ced7ea9782a39ecbe6e5edce0b209951a23d2e,true
packed_ring,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,true
packed_noring,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,true
packed_prefetch,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,90f2e9a2002f28c414dc081f4782f1085ad92a230fdc591241739e041cd77342,true
packed_ring,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,true
packed_noring,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,true
packed_prefetch,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,5c48e0ed984226f1d93cc37870068c4f3d2a5e4b315b429b3ca501b1b23d8db9,true
packed_ring,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,true
packed_noring,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,true
packed_prefetch,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,6c7cd6e71be0823a1f9c6dfdafda474039e933fe6301bc06e0956d8b42775f13,true
