backend,vector_count,vector_id,password,salt,reference_hex,candidate_hex,match
packed_noring,50,13,v4c_gpu_vector_13,v4_gpu_correct_salt,c5ed16db145d3fbff77f1e294b957efbb5d78663713a787d4bffaa7da5ecca05,c5ed16db145d3fbff77f1e294b957efbb5d78663713a787d4bffaa7da5ecca05,true
packed_prefetch,50,13,v4c_gpu_vector_13,v4_gpu_correct_salt,c5ed16db145d3fbff77f1e294b957efbb5d78663713a787d4bffaa7da5ecca05,c5ed16db145d3fbff77f1e294b957efbb5d78663713a787d4bffaa7da5ecca05,true
packed_ring,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,true
packed_noring,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,true
packed_prefetch,50,14,v4c_gpu_vector_14,v4_gpu_correct_salt,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,2ff8aefadf336e9444e8fb5249c82823ca560a1b1ba0385b9e104dd675fc918c,true
packed_ring,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,true
packed_noring,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,true
packed_prefetch,50,15,v4c_gpu_vector_15,v4_gpu_correct_salt,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,fdeab4731e8eebc2ce7bea67534c91d888544c90a0d8c938c11885412bb829f6,true
packed_ring,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,true
packed_noring,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,true
packed_prefetch,50,16,v4c_gpu_vector_16,v4_gpu_correct_salt,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,5fd3a92c6df7afdb4d76a38d93b1c67e68e32c8b6396175af583ebfa8dc9a88f,true
packed_ring,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,true
packed_noring,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,true
packed_prefetch,50,17,v4c_gpu_vector_17,v4_gpu_correct_salt,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,99dcece0cb9cc130924836de6274923b521d820ac3c9d2fb6d69b6e8d085d85e,true
packed_ring,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,true
packed_noring,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,true
packed_prefetch,50,18,v4c_gpu_vector_18,v4_gpu_correct_salt,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,95d8709f40a8b69c066e563dfd57f18a75359d79b719a887da73159452d714da,true
packed_ring,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,true
packed_noring,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,true
packed_prefetch,50,19,v4c_gpu_vector_19,v4_gpu_correct_salt,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,14a2f410816807f2f9cd2479da72027b0aeb81b0df8b703116e70ccf684653ca,true
packed_ring,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,true
packed_noring,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,true
packed_prefetch,50,20,v4c_gpu_vector_20,v4_gpu_correct_salt,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,73ac7c7711cf51bf6e9689bbece8b6dd4a05af301a857de35dde40b6ba64f278,true
packed_ring,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,true
packed_noring,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,true
packed_prefetch,50,21,v4c_gpu_vector_21,v4_gpu_correct_salt,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,eaa5d2945ebf25bb4aae5bec92d13845f3ec4b7445fe34abfea76eee3999e7d3,true
packed_ring,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,true
packed_noring,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,true
packed_prefetch,50,22,v4c_gpu_vector_22,v4_gpu_correct_salt,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,b6e6d600b5d1eb6f2f5b0f0e3c05f4b17d676e8e9f7f53d49166a5b4230f7f5b,true
packed_ring,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,true
packed_noring,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,true
packed_prefetch,50,23,v4c_gpu_vector_23,v4_gpu_correct_salt,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,49813f03f4209182da688c78f7e96965a86b2c26995b1f41a2145271f5c88804,true
packed_ring,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,true
packed_noring,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,true
packed_prefetch,50,24,v4c_gpu_vector_24,v4_gpu_correct_salt,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,65fd84ea99d65d201ff24ae961566b42ba614732a13449e1ed2fa6c347142f85,true
packed_ring,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,true
packed_noring,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,true
packed_prefetch,50,25,v4c_gpu_vector_25,v4_gpu_correct_salt,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,283576f3222d34b2aa896bb98684a56de3b87ca6f8ca12ffc3dcf14d31dbf698,true
packed_ring,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,true
packed_noring,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,true
packed_prefetch,50,26,v4c_gpu_vector_26,v4_gpu_correct_salt,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,ae79b90721a30d547f83071bdd7d6a58d55e547ec71a9297eca080c0bd51f061,true
