candidate_id,family_name,working_set_bytes,median_latency_ms,p95_latency_ms,estimated_bandwidth_gb_per_sec,cache_locality_tier,cache_hit_pct,dram_traffic_pct,single_cpu_guesses_per_sec,multicore_16c_guesses_per_sec,gpu_simulated_parallel_guesses_per_sec,ram_reduction_attacker_scaling_factor,status,main_weakness
candidate-003,Family C — Sequential Dependency Chain,4194304,0.047599999999999996,0.0627,124.25447316103377,L3 Cache Hit (256KB-16MB),80.0,20.0,7464.469126955691,89573.62952346829,36689358.652812615,14.859190254389107,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-004,Family D — Dependency + Memory Churn,67108864,48.5752,68.81429999999999,1.8794364096449672,DRAM Memory Bus (>16MB),10.0,90.0,5.370685808650198,64.44822970380238,1649.874680417341,1.0,PROMISING,"Strongest candidate: Combined small working set, high churn, and sequential state chain"
candidate-004,Family D — Dependency + Memory Churn,33554432,30.9848,41.1455,1.5851970495044359,DRAM Memory Bus (>16MB),10.0,90.0,11.494436784551771,137.93324141462125,7062.181960428608,4.28043538351786,PROMISING,"Strongest candidate: Combined small working set, high churn, and sequential state chain"
candidate-004,Family D — Dependency + Memory Churn,16777216,16.632,18.318399999999997,1.5693364217874115,L3 Cache Hit (256KB-16MB),80.0,20.0,28.201037753067652,338.4124530368118,34653.43519096953,21.003677189714697,PROMISING,"Strongest candidate: Combined small working set, high churn, and sequential state chain"
candidate-004,Family D — Dependency + Memory Churn,8388608,7.791799999999999,9.0648,1.580390014969454,L3 Cache Hit (256KB-16MB),80.0,20.0,55.39189098166838,664.7026917800206,136131.11127654824,82.5099705403767,PROMISING,"Strongest candidate: Combined small working set, high churn, and sequential state chain"
candidate-004,Family D — Dependency + Memory Churn,4194304,5.1938,6.7131,1.150932347275881,L3 Cache Hit (256KB-16MB),80.0,20.0,102.17927967694999,1226.1513561233999,502231.59546814463,304.40590514493107,PROMISING,"Strongest candidate: Combined small working set, high churn, and sequential state chain"
candidate-005,Family E — Bandwidth Target,67108864,879.4532,1128.3823,0.10681792540660723,DRAM Memory Bus (>16MB),10.0,90.0,0.10389444374384958,1.246733324926195,31.91637311811059,1.0,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,33554432,387.3016,424.8087,0.12460748641778398,DRAM Memory Bus (>16MB),10.0,90.0,0.2004796975557509,2.405756370669011,123.17472617825337,3.859295845503173,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,16777216,222.3527,262.5719,0.10892248561809284,L3 Cache Hit (256KB-16MB),80.0,20.0,0.4201989938728397,5.042387926474077,516.3405236709455,16.17791977052536,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,8388608,104.9197,107.51230000000001,0.12091161554362345,L3 Cache Hit (256KB-16MB),80.0,20.0,0.8535498492948487,10.242598191538184,2097.68410962702,65.72438860343792,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-005,Family E — Bandwidth Target,4194304,29.5122,41.6852,0.19172449588727952,L3 Cache Hit (256KB-16MB),80.0,20.0,1.7475415620256254,20.970498744307505,8589.516285668355,269.12570090222215,FAILED,Attacker throughput scales proportionally with RAM reduction
candidate-006,Family F — Anti-Cache Strided Access,67108864,36.3541,36.864399999999996,2.7460094989960586,DRAM Memory Bus (>16MB),10.0,90.0,7.210951601015856,86.53141921219027,2215.204331832071,1.0,REQUIRES_MORE_ATTACKING,Strided access defeats CPU cache but needs ASIC memory controller attack analysis
candidate-006,Family F — Anti-Cache Strided Access,33554432,25.0697,26.7434,2.0532784697326223,DRAM Memory Bus (>16MB),10.0,90.0,15.922323517921468,191.0678822150576,9782.67556941095,4.416150433093569,REQUIRES_MORE_ATTACKING,Strided access defeats CPU cache but needs ASIC memory controller attack analysis
candidate-006,Family F — Anti-Cache Strided Access,16777216,11.173300000000001,13.9367,2.1149196584320156,L3 Cache Hit (256KB-16MB),80.0,20.0,31.878793257609725,382.5455190913167,39172.66115495083,17.683543044786898,REQUIRES_MORE_ATTACKING,Strided access defeats CPU cache but needs ASIC memory controller attack analysis
candidate-006,Family F — Anti-Cache Strided Access,8388608,5.8,6.011500000000001,2.130437302082375,L3 Cache Hit (256KB-16MB),80.0,20.0,60.817040448197254,729.8044853783671,149463.95860548958,67.47186092845725,REQUIRES_MORE_ATTACKING,Strided access defeats CPU cache but needs ASIC memory controller attack analysis
candidate-006,Family F — Anti-Cache Strided Access,4194304,4.1765,4.5265,1.4999736004646318,L3 Cache Hit (256KB-16MB),80.0,20.0,111.13541272135951,1333.6249526563142,546252.7806080263,246.59250289396613,REQUIRES_MORE_ATTACKING,Strided access defeats CPU cache but needs ASIC memory controller attack analysis
candidate-007,Family G — Password-Dependent Access,67108864,43.4864,44.269000000000005,2.3910643057616516,DRAM Memory Bus (>16MB),10.0,90.0,7.251946306357485,87.02335567628982,2227.79790531302,1.0,REQUIRES_MORE_ATTACKING,Password-dependent addressing requires side-channel timing attack audit
candidate-007,Family G — Password-Dependent Access,33554432,27.9339,28.296499999999998,1.8249347403336855,DRAM Memory Bus (>16MB),10.0,90.0,15.913177702455402,190.95813242946483,9777.0563803886,4.388663961426457,REQUIRES_MORE_ATTACKING,Password-dependent addressing requires side-channel timing attack audit
candidate-007,Family G — Password-Dependent Access,16777216,14.466,14.658,1.7338522868818123,L3 Cache Hit (256KB-16MB),80.0,20.0,32.21187061548123,386.5424473857748,39581.94661230334,17.767296808164396,REQUIRES_MORE_ATTACKING,Password-dependent addressing requires side-channel timing attack audit
candidate-007,Family G — Password-Dependent Access,8388608,8.5027,9.3522,1.4828874784981316,L3 Cache Hit (256KB-16MB),80.0,20.0,57.46024785133148,689.5229742159778,141214.30511943225,63.38739469260374,REQUIRES_MORE_ATTACKING,Password-dependent addressing requires side-channel timing attack audit
candidate-007,Family G — Password-Dependent Access,4194304,3.7764,4.5313,1.5871887205481259,L3 Cache Hit (256KB-16MB),80.0,20.0,120.88331858556847,1450.5998230268217,594165.6875117862,266.7053802747436,REQUIRES_MORE_ATTACKING,Password-dependent addressing requires side-channel timing attack audit
candidate-008,Family H — Control Group (Deliberately Bad Low-Memory),67108864,0.8298,1.0778999999999999,118.99662049597791,DRAM Memory Bus (>16MB),10.0,90.0,447.1056170772885,5365.267404927462,137350.84556614305,1.0,FAILED,"Deliberately bad control: Low RAM allows massive 24,000 thread GPU cracking"
candidate-008,Family H — Control Group (Deliberately Bad Low-Memory),33554432,0.8154,1.4266999999999999,51.91676703908294,DRAM Memory Bus (>16MB),10.0,90.0,496.94280784613056,5963.313694153567,305321.6611406626,2.2229325191422364,FAILED,"Deliberately bad control: Low RAM allows massive 24,000 thread GPU cracking"
candidate-008,Family H — Control Group (Deliberately Bad Low-Memory),16777216,0.8421000000000001,1.5949,25.351884152030177,L3 Cache Hit (256KB-16MB),80.0,20.0,443.11156485735347,5317.338778288242,544495.490896716,3.9642674834099023,FAILED,"Deliberately bad control: Low RAM allows massive 24,000 thread GPU cracking"
candidate-008,Family H — Control Group (Deliberately Bad Low-Memory),8388608,0.8398,1.1351,14.033905916694735,L3 Cache Hit (256KB-16MB),80.0,20.0,456.6760559263765,5480.112671116518,1122327.075044663,8.171242560747046,FAILED,"Deliberately bad control: Low RAM allows massive 24,000 thread GPU cracking"
candidate-008,Family H — Control Group (Deliberately Bad Low-Memory),4194304,0.8489,1.1922,6.8717565309174065,L3 Cache Hit (256KB-16MB),80.0,20.0,467.88616516755945,5614.633982010713,2299754.0790315885,16.743647041649353,FAILED,"Deliberately bad control: Low RAM allows massive 24,000 thread GPU cracking"
