algorithm,version,parameters,cpu,cores,ram_gib,os,iterations,warmup_iterations,median_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,peak_ram_bytes,avg_ram_bytes,memory_bytes_read,memory_bytes_written
argon2id,0.5.0,"memory_kib=32768,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,48.7096,48.7096,49.2792,49.2792,47.9527,49.2792,0,0,67108864,67108864
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,66.95089999999999,66.95089999999999,68.318,68.318,64.9867,68.318,0,0,100663296,100663296
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,65.45769999999999,65.45769999999999,65.50309999999999,65.50309999999999,65.2677,65.50309999999999,0,0,100663296,100663296
argon2id,0.5.0,"memory_kib=32768,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,67.85199999999999,67.85199999999999,69.0624,69.0624,66.06389999999999,69.0624,0,0,100663296,100663296
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,84.7753,84.7753,88.98150000000001,88.98150000000001,84.4675,88.98150000000001,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,87.4457,87.4457,91.1737,91.1737,85.77260000000001,91.1737,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=32768,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,88.1769,88.1769,90.00070000000001,90.00070000000001,87.2175,90.00070000000001,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,65.9517,65.9517,72.6652,72.6652,58.9333,72.6652,0,0,67108864,67108864
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,61.8522,61.8522,65.4149,65.4149,60.7391,65.4149,0,0,67108864,67108864
argon2id,0.5.0,"memory_kib=65536,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,57.484300000000005,57.484300000000005,60.4033,60.4033,56.8748,60.4033,0,0,67108864,67108864
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,107.1323,107.1323,115.091,115.091,101.2305,115.091,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,121.2379,121.2379,122.03890000000001,122.03890000000001,109.5847,122.03890000000001,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=65536,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,106.712,106.712,127.82560000000001,127.82560000000001,105.31169999999999,127.82560000000001,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,138.25390000000002,138.25390000000002,138.7237,138.7237,136.4768,138.7237,0,0,201326592,201326592
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,139.9414,139.9414,143.1876,143.1876,138.9478,143.1876,0,0,201326592,201326592
argon2id,0.5.0,"memory_kib=65536,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,175.0874,175.0874,184.4842,184.4842,144.535,184.4842,0,0,201326592,201326592
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,182.50930000000002,182.50930000000002,184.5865,184.5865,174.8654,184.5865,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,183.8683,183.8683,209.4924,209.4924,181.0364,209.4924,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=65536,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,185.5029,185.5029,190.3133,190.3133,184.60989999999998,190.3133,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,123.6861,123.6861,140.731,140.731,122.1671,140.731,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,121.8583,121.8583,125.0191,125.0191,117.64429999999999,125.0191,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=131072,time_cost=1,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,117.20949999999999,117.20949999999999,123.2891,123.2891,113.745,123.2891,0,0,134217728,134217728
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,206.362,206.362,223.1599,223.1599,201.4985,223.1599,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,203.8296,203.8296,209.4694,209.4694,200.16410000000002,209.4694,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=131072,time_cost=2,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,206.8556,206.8556,231.79340000000002,231.79340000000002,203.36499999999998,231.79340000000002,0,0,268435456,268435456
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,298.832,298.832,307.8018,307.8018,289.4513,307.8018,0,0,402653184,402653184
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,292.68739999999997,292.68739999999997,339.8794,339.8794,284.9141,339.8794,0,0,402653184,402653184
argon2id,0.5.0,"memory_kib=131072,time_cost=3,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,284.9048,284.9048,288.44550000000004,288.44550000000004,283.93940000000003,288.44550000000004,0,0,402653184,402653184
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=1",Host CPU (12 logical cores),12,32,windows,3,1,367.0294,367.0294,368.22450000000003,368.22450000000003,363.999,368.22450000000003,0,0,536870912,536870912
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=2",Host CPU (12 logical cores),12,32,windows,3,1,379.1502,379.1502,414.4843,414.4843,367.92,414.4843,0,0,536870912,536870912
argon2id,0.5.0,"memory_kib=131072,time_cost=4,parallelism=4",Host CPU (12 logical cores),12,32,windows,3,1,369.79089999999997,369.79089999999997,372.925,372.925,368.74109999999996,372.925,0,0,536870912,536870912
scrypt,0.11.0,"N=1024,r=8,p=1",Host CPU (12 logical cores),12,32,windows,3,1,1.9393,1.9393,2.104,2.104,1.8591,2.104,0,0,2097152,2097152
scrypt,0.11.0,"N=1024,r=8,p=2",Host CPU (12 logical cores),12,32,windows,3,1,3.5029000000000003,3.5029000000000003,3.6616,3.6616,3.4768,3.6616,0,0,2097152,2097152
scrypt,0.11.0,"N=1024,r=16,p=1",Host CPU (12 logical cores),12,32,windows,3,1,3.5761,3.5761,4.0662,4.0662,3.5193999999999996,4.0662,0,0,4194304,4194304
scrypt,0.11.0,"N=1024,r=16,p=2",Host CPU (12 logical cores),12,32,windows,3,1,6.7372,6.7372,7.0332,7.0332,6.6547,7.0332,0,0,4194304,4194304
scrypt,0.11.0,"N=4096,r=8,p=1",Host CPU (12 logical cores),12,32,windows,3,1,7.7688999999999995,7.7688999999999995,8.6592,8.6592,7.2657,8.6592,0,0,8388608,8388608
scrypt,0.11.0,"N=4096,r=8,p=2",Host CPU (12 logical cores),12,32,windows,3,1,14.908,14.908,15.4325,15.4325,14.072799999999999,15.4325,0,0,8388608,8388608
scrypt,0.11.0,"N=4096,r=16,p=1",Host CPU (12 logical cores),12,32,windows,3,1,15.2736,15.2736,15.5218,15.5218,15.046199999999999,15.5218,0,0,16777216,16777216
scrypt,0.11.0,"N=4096,r=16,p=2",Host CPU (12 logical cores),12,32,windows,3,1,29.1347,29.1347,29.9363,29.9363,28.6188,29.9363,0,0,16777216,16777216
scrypt,0.11.0,"N=16384,r=8,p=1",Host CPU (12 logical cores),12,32,windows,3,1,31.2429,31.2429,31.520899999999997,31.520899999999997,30.2707,31.520899999999997,0,0,33554432,33554432
scrypt,0.11.0,"N=16384,r=8,p=2",Host CPU (12 logical cores),12,32,windows,3,1,59.1734,59.1734,59.4139,59.4139,58.2583,59.4139,0,0,33554432,33554432
scrypt,0.11.0,"N=16384,r=16,p=1",Host CPU (12 logical cores),12,32,windows,3,1,61.784600000000005,61.784600000000005,62.58519999999999,62.58519999999999,60.3616,62.58519999999999,0,0,67108864,67108864
scrypt,0.11.0,"N=16384,r=16,p=2",Host CPU (12 logical cores),12,32,windows,3,1,119.3188,119.3188,119.36869999999999,119.36869999999999,118.2612,119.36869999999999,0,0,67108864,67108864
scrypt,0.11.0,"N=65536,r=8,p=1",Host CPU (12 logical cores),12,32,windows,3,1,126.5286,126.5286,128.0147,128.0147,125.999,128.0147,0,0,134217728,134217728
scrypt,0.11.0,"N=65536,r=8,p=2",Host CPU (12 logical cores),12,32,windows,3,1,244.4768,244.4768,257.61990000000003,257.61990000000003,244.2808,257.61990000000003,0,0,134217728,134217728
scrypt,0.11.0,"N=65536,r=16,p=1",Host CPU (12 logical cores),12,32,windows,3,1,248.63309999999998,248.63309999999998,253.06669999999997,253.06669999999997,247.70809999999997,253.06669999999997,0,0,268435456,268435456
scrypt,0.11.0,"N=65536,r=16,p=2",Host CPU (12 logical cores),12,32,windows,3,1,491.2068,491.2068,507.14380000000006,507.14380000000006,482.7203,507.14380000000006,0,0,268435456,268435456
bcrypt,0.15.0,cost=4,Host CPU (12 logical cores),12,32,windows,3,1,0.8598,0.8598,0.9179999999999999,0.9179999999999999,0.8327,0.9179999999999999,0,0,65536,65536
bcrypt,0.15.0,cost=6,Host CPU (12 logical cores),12,32,windows,3,1,3.2063,3.2063,3.2371000000000003,3.2371000000000003,3.2001999999999997,3.2371000000000003,0,0,262144,262144
bcrypt,0.15.0,cost=8,Host CPU (12 logical cores),12,32,windows,3,1,12.718200000000001,12.718200000000001,12.8179,12.8179,12.71,12.8179,0,0,1048576,1048576
bcrypt,0.15.0,cost=10,Host CPU (12 logical cores),12,32,windows,3,1,51.0582,51.0582,51.0962,51.0962,50.9028,51.0962,0,0,4194304,4194304
pbkdf2-sha256,0.12.0,iterations=1000,Host CPU (12 logical cores),12,32,windows,3,1,0.0992,0.0992,0.1026,0.1026,0.0992,0.1026,0,0,64000,64000
pbkdf2-sha256,0.12.0,iterations=10000,Host CPU (12 logical cores),12,32,windows,3,1,1.0051,1.0051,1.0177999999999998,1.0177999999999998,0.9999,1.0177999999999998,0,0,640000,640000
pbkdf2-sha256,0.12.0,iterations=50000,Host CPU (12 logical cores),12,32,windows,3,1,4.966500000000001,4.966500000000001,5.1268,5.1268,4.9626,5.1268,0,0,3200000,3200000
pbkdf2-sha256,0.12.0,iterations=100000,Host CPU (12 logical cores),12,32,windows,3,1,10.1933,10.1933,10.217600000000001,10.217600000000001,9.9819,10.217600000000001,0,0,6400000,6400000
